state,jurisdiction_name,geography_type,population,rejection_reason,email_found,source_urls,notes,official_site_found,planning_page_found,pages_fetched_count,pdfs_fetched_count,raw_emails_found_count,generic_emails_found_count,candidate_titles_found_count,direct_email_candidates_count,best_rejection_reason,search_urls_found,search_urls_fetched,manual_url_used,manual_url_result,candidate_source_url,email_source_url,discovery_method,jurisdiction_match_notes,candidate_name,candidate_title
MI,Flint,city,80835,no_planning_contact_found,,https://healthyplacesbydesign.org/communities-in-action-flint-mi; https://healthyplacesbydesign.org/communities-in-action-flint-mi/contact; https://healthyplacesbydesign.org/contact,"raw_emails=risaw@healthyplacesbydesign.org, lholaly@crim.org, slpanken@michiganfitness.org, hello@healthyplacesbydesign.org; generic=",yes,no,3,0,4,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Homestead,city,80725,no_planning_contact_found,,https://www.homesteadfl.gov/staff; https://www.homesteadfl.gov/directory; https://www.homesteadfl.gov/Directory.aspx; https://www.homesteadfl.gov/Directory.aspx?did=13; https://www.homesteadfl.gov/; https://www.homesteadfl.gov/CivicAlerts.aspx?AID=4169; https://www.homesteadfl.gov/CivicAlerts.aspx?AID=4264; https://www.homesteadfl.gov/CivicAlerts.aspx?AID=4163,"raw_emails=name@example.com, bids@homesteadfl.gov; generic=",yes,no,10,0,2,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Boynton Beach,city,80601,no_planning_contact_found,,https://www.boynton-beach.org/257/Planning-Zoning; https://www.boynton-beach.org/development-services; https://www.boynton-beach.org/directory; https://www.boynton-beach.org/Directory.aspx; https://www.boynton-beach.org/directory.aspx; https://www.boynton-beach.org/directory.aspx?did=28; https://www.boynton-beach.org/; https://www.boynton-beach.org/departments,"raw_emails=pzmailbox@bbfl.us, hr@bbfl.us, buildingm@bbfl.us; generic=",yes,yes,10,0,3,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,North Port,city,80512,only_generic_email_found,info@cityofnorthport.org,https://www.cityofnorthport.org/directory; https://www.cityofnorthport.org/191/Planning-Inspections; https://www.cityofnorthport.org/245/Planning-Zoning-Commission; https://www.cityofnorthport.org/Directory.aspx; https://www.cityofnorthport.org/Directory.aspx?did=16; https://www.cityofnorthport.org/Directory.aspx?did=10; https://www.cityofnorthport.org/; https://www.cityofnorthport.org/101/Departments,"raw_emails=info@cityofnorthport.org, planning@cityofnorthport.org, wbostick@cityofnorthport.org",yes,yes,10,0,3,2,4,0,only_generic_email_found,0,0,,,,,,,,
WA,Pasco,city,78446,no_planning_contact_found,,https://www.doineedapermit.org/permits/bathroom-remodel/pasco-wa; https://www.doineedapermit.org/contact; https://www.doineedapermit.org/permits/cities/pasco-wa; https://www.doineedapermit.org/permits/bathroom-remodel; https://www.doineedapermit.org/permits/bathroom-remodel/flagstaff-az; https://www.doineedapermit.org/permits/cities/flagstaff-az; https://www.doineedapermit.org/permits/kitchen-remodel/flagstaff-az; https://www.doineedapermit.org/permits/room-addition/flagstaff-az,"raw_emails=hello@doineedapermit.org, kit@doineedapermit.org, research@doineedapermit.org, buildingpermits@flagstaffaz.gov; generic=",yes,no,10,0,4,0,0,0,no_planning_contact_found,0,0,,,,,,,,
WI,Racine,city,77155,no_planning_contact_found,,https://www.cityofracine.org/planning; https://www.cityofracine.org/departments/planning; https://www.cityofracine.org/staff; https://www.cityofracine.org/; https://www.cityofracine.org/departments; https://www.cityofracine.org/zoning; https://www.cityofracine.org/faqs?departments=attorney; https://www.cityofracine.org/faqs?departments=city-clerk-treasurer,"raw_emails=cdvplanning@cityofracine.org, chosen-sprite@2x.png, housing@cityofracine.org, cda.applications@cityofracine.org, assessor.office@cityofracine.org; generic=",yes,yes,10,0,7,0,0,0,no_planning_contact_found,0,0,,,,,,,,
PA,Bethlehem,city,77069,only_generic_email_found,info@trustthepineapple.com,https://www.cityofbethlehem.org/,raw_emails=info@trustthepineapple.com,yes,no,1,0,1,1,0,0,only_generic_email_found,0,0,,,,,,,,
FL,Doral,city,76490,no_planning_contact_found,,https://islandsdoralnecdd.org/; https://islandsdoralnecdd.org/contact-us; https://islandsdoralnecdd.org/contact; https://islandsdoralnecdd.org/blog/author/admin,"raw_emails=denisschiavi@hotmail.com, gperez@sdsinc.org, casimbero@yahoo.com, d_cuneo@aol.com, nfg2184@gmail.com; generic=",yes,no,4,0,5,0,0,0,no_planning_contact_found,0,0,,,,,,,,
MI,Rochester Hills,city,76086,no_planning_contact_found,,,No staff/planning pages returned content on official domain,yes,yes,0,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
PA,Scranton,city,76074,no_planning_contact_found,,,No staff/planning pages returned content on official domain,yes,yes,0,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
MI,Southfield,city,76025,no_planning_contact_found,,https://cityofsouthfield.org/planning-and-zoning; https://cityofsouthfield.org/planning; https://cityofsouthfield.org/departments/planning; https://cityofsouthfield.org/community-development; https://cityofsouthfield.org/development-services; https://cityofsouthfield.org/staff; https://cityofsouthfield.org/directory; https://cityofsouthfield.org/Directory.aspx,raw_emails=; generic=,yes,yes,10,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Daytona Beach,city,75924,only_generic_email_found,clerk@codb.us,https://www.daytonabeach.gov/8/Departments/planning-and-zoning; https://www.daytonabeach.gov/8/Departments/planning; https://www.daytonabeach.gov/8/Departments/community-development; https://www.daytonabeach.gov/8/Departments/development-services; https://www.daytonabeach.gov/199/Community-Development; https://www.daytonabeach.gov/8/Departments/staff; https://www.daytonabeach.gov/8/Departments/directory; https://www.daytonabeach.gov/8/Departments/Directory.aspx,"raw_emails=cityofdaytonabeachutilities@codbus.onmicrosoft.com, clerk@codb.us",yes,yes,10,0,2,1,0,0,only_generic_email_found,0,0,,,,,,,,
WA,Redmond,city,75721,no_official_site_found,,,"Could not resolve official website (resolver=none, searches=8, rejections=37)",no,no,0,0,0,0,0,0,no_official_site_found,0,0,,,,,,,,
MT,Missoula,city,75600,no_planning_contact_found,,https://www.missoulamt.org/planning-and-zoning; https://www.missoulamt.org/planning; https://www.missoulamt.org/departments/planning; https://www.missoulamt.org/community-development; https://www.missoulamt.org/development-services; https://www.missoulamt.org/staff; https://www.missoulamt.org/directory; https://www.missoulamt.org/Directory.aspx,raw_emails=; generic=,yes,yes,10,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
RI,Pawtucket,city,75280,no_planning_contact_found,,,No staff/planning pages returned content on official domain,yes,yes,0,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
WI,Appleton,city,74873,no_planning_contact_found,,https://www.cityofappleton.org/planning-and-zoning; https://www.cityofappleton.org/planning; https://www.cityofappleton.org/departments/planning; https://www.cityofappleton.org/community-development; https://www.cityofappleton.org/development-services; https://www.cityofappleton.org/staff; https://www.cityofappleton.org/directory; https://www.cityofappleton.org/Directory.aspx,raw_emails=; generic=,yes,yes,10,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Lauderhill,city,73961,no_planning_contact_found,,https://www.lauderhillfl.org/planning-and-zoning; https://www.lauderhillfl.org/planning; https://www.lauderhillfl.org/departments/planning; https://www.lauderhillfl.org/community-development; https://www.lauderhillfl.org/development-services; https://www.lauderhillfl.org/staff; https://www.lauderhillfl.org/directory; https://www.lauderhillfl.org/Directory.aspx,raw_emails=; generic=,yes,yes,10,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
CT,New Britain,city,73301,no_planning_contact_found,,,No staff/planning pages returned content on official domain,yes,yes,0,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
MI,Kalamazoo,city,73132,no_planning_contact_found,,https://cityofkalamazoo.org/planning-and-zoning; https://cityofkalamazoo.org/planning; https://cityofkalamazoo.org/departments/planning; https://cityofkalamazoo.org/community-development; https://cityofkalamazoo.org/development-services; https://cityofkalamazoo.org/staff; https://cityofkalamazoo.org/directory; https://cityofkalamazoo.org/Directory.aspx,raw_emails=; generic=,yes,yes,10,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Tamarac,city,71887,no_planning_contact_found,,https://www.cityoftamarac.org/planning-and-zoning; https://www.cityoftamarac.org/planning; https://www.cityoftamarac.org/departments/planning; https://www.cityoftamarac.org/community-development; https://www.cityoftamarac.org/development-services; https://www.cityoftamarac.org/staff; https://www.cityoftamarac.org/directory; https://www.cityoftamarac.org/Directory.aspx,raw_emails=; generic=,yes,yes,10,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
WA,Marysville,city,71570,no_planning_contact_found,,https://www.marysvillewa.gov/directory; https://www.marysvillewa.gov/Directory.aspx; https://www.marysvillewa.gov/Directory.aspx?did=25; https://www.marysvillewa.gov/Directory.aspx?did=4; https://www.marysvillewa.gov/,raw_emails=; generic=,yes,no,5,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
DE,Wilmington,city,71124,no_planning_contact_found,,,No staff/planning pages returned content on official domain,yes,yes,0,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
WI,Waukesha,city,70779,only_generic_email_found,noreply@waukesha-wi.gov,https://www.waukesha-wi.gov/; https://www.waukesha-wi.gov/departments/community-development.php; https://www.waukesha-wi.gov/proactive-planning.php; https://www.waukesha-wi.gov/departments; https://www.waukesha-wi.gov/employee-resources.php; https://www.waukesha-wi.gov/government/departments/inspections.php; https://www.waukesha-wi.gov/departments/index.php; https://www.waukesha-wi.gov/departments/assessors-office.php,"raw_emails=webpageupdate_subscribers@revize.com, noreply@waukesha-wi.gov, mbinder@waukesha-wi.gov, amcalpine@waukesha-wi.gov, plenti@waukesha-wi.gov",yes,yes,10,0,7,1,1,0,only_generic_email_found,0,0,,,,,,,,
FL,Weston,city,67952,no_planning_contact_found,,https://www.cityofweston.org/; https://www.cityofweston.org/departments; https://www.cityofweston.org/departments/boards-and-commissions; https://www.cityofweston.org/departments/city-council; https://www.cityofweston.org/departments/city-hall; https://www.cityofweston.org/departments/public-works; https://www.cityofweston.org/departments/library; https://www.cityofweston.org/more/zoning-ordinances,"raw_emails=support@webador.com, annie_williamsdavisboyd@outlook.com, winn.arlene@gmail.com, dragonslayerh33@gmail.com, recorder@cityofwestonoregon.com; generic=",yes,no,10,0,12,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Delray Beach,city,66940,no_planning_contact_found,,,No staff/planning pages returned content on official domain,yes,yes,0,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
WA,Sammamish,city,66375,no_planning_contact_found,,https://sammamishwa.gov/; https://sammamishwa.gov/government/community-development; https://sammamishwa.gov/government/contact-info; https://sammamishwa.gov/government/administrative-services,"raw_emails=hr@sammamish.us, permittech@sammamish.us, frontdesk@sammamish.us, communications@sammamish.us, amillar@sammamish.us; generic=",yes,yes,4,0,6,0,0,0,no_planning_contact_found,0,0,,,,,,,,
WI,Oshkosh,city,66247,no_planning_contact_found,,https://www.oshkoshwi.gov/planning-and-zoning; https://www.oshkoshwi.gov/planning; https://www.oshkoshwi.gov/departments/planning; https://www.oshkoshwi.gov/community-development; https://www.oshkoshwi.gov/development-services; https://www.oshkoshwi.gov/staff; https://www.oshkoshwi.gov/directory; https://www.oshkoshwi.gov/HumanResources/EmployeeRecognitionProgram.aspx,raw_emails=; generic=,yes,yes,10,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
WI,Janesville,city,65813,no_planning_contact_found,,https://cms.ci.janesville.wi.us/iFrame_Apps/eGovServices.aspx/planning-and-zoning; https://cms.ci.janesville.wi.us/iFrame_Apps/eGovServices.aspx/planning; https://cms.ci.janesville.wi.us/iFrame_Apps/eGovServices.aspx/departments/planning; https://cms.ci.janesville.wi.us/iFrame_Apps/eGovServices.aspx/community-development; https://cms.ci.janesville.wi.us/iFrame_Apps/eGovServices.aspx/development-services; https://cms.ci.janesville.wi.us/iFrame_Apps/eGovServices.aspx/staff; https://cms.ci.janesville.wi.us/iFrame_Apps/eGovServices.aspx/directory; https://cms.ci.janesville.wi.us/iFrame_Apps/eGovServices.aspx/Directory.aspx,raw_emails=; generic=,yes,yes,10,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Ocala,city,64903,no_planning_contact_found,,,No staff/planning pages returned content on official domain,yes,yes,0,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Port Orange,city,63818,only_generic_email_found,customerservice@port-orange.org,https://cityofportorangefl.municipalonlinepayments.com/cityofportorangefl/contact/planning-and-zoning; https://cityofportorangefl.municipalonlinepayments.com/cityofportorangefl/contact?returnUrl=%2Fcityofportorangefl%2Fcontact%2Fplanning-and-zoning; https://cityofportorangefl.municipalonlinepayments.com/cityofportorangefl/login?returnUrl=%2Fcityofportorangefl%2Fcontact%2Fplanning-and-zoning; https://cityofportorangefl.municipalonlinepayments.com/cityofportorangefl/contact?returnUrl=%2Fcityofportorangefl%2Fcontact%3FreturnUrl%3D%252Fcityofportorangefl%252Fcontact%252Fplanning-and-zoning; https://cityofportorangefl.municipalonlinepayments.com/cityofportorangefl/login?returnUrl=%2Fcityofportorangefl%2Fcontact%3FreturnUrl%3D%252Fcityofportorangefl%252Fcontact%252Fplanning-and-zoning; https://cityofportorangefl.municipalonlinepayments.com/cityofportorangefl/contact/staff; https://cityofportorangefl.municipalonlinepayments.com/cityofportorangefl/contact/directory; https://cityofportorangefl.municipalonlinepayments.com/cityofportorangefl/contact/Directory.aspx,raw_emails=customerservice@port-orange.org,yes,yes,10,0,1,1,0,0,only_generic_email_found,0,0,,,,,,,,
WA,Lakewood,city,63034,no_planning_contact_found,,https://www.cityoflakewood.org/,raw_emails=; generic=,yes,no,1,0,0,0,0,0,no_planning_contact_found,0,0,,,,,,,,
MI,Taylor,city,62405,no_planning_contact_found,,http://www.ci.taylor.mi.us/1168/Contact-Us/planning-and-zoning; http://www.ci.taylor.mi.us/1168/Contact-Us/planning; http://www.ci.taylor.mi.us/1168/Contact-Us/community-development; http://www.ci.taylor.mi.us/1168/Contact-Us/development-services; http://www.ci.taylor.mi.us/1168/Contact-Us/Directory.aspx; http://www.ci.taylor.mi.us/1168/Contact-Us/staff; http://www.ci.taylor.mi.us/1168/Contact-Us/directory; http://www.ci.taylor.mi.us/directory.aspx,raw_emails=kziomek@cityoftaylormi.gov; generic=,yes,yes,10,0,1,0,0,0,no_planning_contact_found,0,0,,,,,,,,
FL,Sanford,city,62292,no_planning_contact_found,,https://www.sanfordfl.gov/planning-and-zoning; https://www.sanfordfl.gov/planning; https://www.sanfordfl.gov/departments/planning; https://www.sanfordfl.gov/community-development; https://www.sanfordfl.gov/development-services; https://www.sanfordfl.gov/; https://www.sanfordfl.gov/contact,"raw_emails=edwige.josue@sanfordfl.gov, patrick.austin@sanfordfl.gov, claudia.thomas@sanfordfl.gov, sheena.britton@sanfordfl.gov, kerry.wiggins@sanfordfl.gov; generic=",yes,yes,7,0,5,0,0,0,no_planning_contact_found,0,0,,,,,,,,
